season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 51938, 50, 45, 38, 974, 0, 4, 2, 19, 0, 0, 0, 4, 0, 0, 0, 45, 0.0, 0.0, 0.0, 0.0, 
2014/15, 51938, 45, 43, 60, 1031, 2, 4, 6, 9, 0, 0, 0, 3, 0, 0, 8, 239, 0.0, 0.0, 0.0, 0.0, 
2015/16, 51938, 50, 49, 117, 2750, 2, 7, 16, 22, 0, 0, 0, 4, 0, 0, 4, 550, 0.0, 0.0, 0.0, 0.0, 
2016/17, 51938, 55, 50, 95, 2412, 2, 6, 8, 47, 0, 0, 0, 5, 0, 0, 3, 468, 483.8, 719.8, 272.0, 147.6, 
2017/18, 51938, 55, 55, 107, 2533, 2, 8, 8, 42, 0, 0, 0, 5, 1, 0, 12, 458, 580.0, 718.3, 300.0, 160.2, 
2018/19, 51938, 55, 51, 63, 1617, 2, 2, 5, 17, 0, 0, 0, 3, 0, 0, 4, 279, 371.2, 446.8, 242.0, 106.1, 
