season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 76359, 60, 59, 86, 2171, 1, 2, 8, 27, 0, 0, 0, 5, 0, 0, 5, 144, 0.0, 0.0, 0.0, 0.0, 
2014/15, 76359, 55, 50, 73, 1876, 0, 1, 6, 18, 0, 0, 0, 3, 0, 0, 9, 449, 0.0, 0.0, 0.0, 0.0, 
2015/16, 76359, 55, 47, 31, 530, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 6, 139, 0.0, 0.0, 0.0, 0.0, 
2016/17, 76359, 50, 45, 55, 1584, 0, 0, 5, 14, 0, 0, 0, 2, 0, 0, 4, 362, 437.8, 35.2, 89.0, 56.3, 
2017/18, 76359, 50, 55, 116, 1973, 0, 0, 15, 11, 1, 0, 0, 2, 0, 0, 19, 554, 486.4, 36.6, 12.0, 53.6, 
2018/19, 76359, 55, 51, 43, 1261, 0, 1, 3, 17, 0, 0, 0, 1, 0, 0, 3, 273, 300.8, 44.8, 42.0, 39.0, 
