season_name, element_code, start_cost, end_cost, total_points, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
2013/14, 50232, 55, 51, 122, 2471, 6, 7, 5, 41, 0, 0, 0, 4, 0, 0, 11, 169, 0.0, 0.0, 0.0, 0.0, 
2014/15, 50232, 55, 52, 99, 2449, 3, 6, 11, 30, 1, 0, 0, 8, 1, 0, 10, 415, 0.0, 0.0, 0.0, 0.0, 
2015/16, 50232, 55, 53, 78, 2266, 1, 6, 3, 41, 0, 0, 0, 8, 0, 0, 5, 457, 0.0, 0.0, 0.0, 0.0, 
2017/18, 50232, 55, 52, 73, 2264, 1, 4, 6, 30, 0, 0, 0, 2, 2, 0, 4, 360, 442.6, 639.9, 243.0, 132.3, 
2018/19, 50232, 55, 53, 39, 943, 1, 1, 5, 13, 0, 0, 0, 1, 0, 0, 2, 170, 226.2, 351.7, 154.0, 73.2, 
